FID,OBJECTID,SE_ANNO_CAD_DATA,SHAPE,FEATURENAME,NEIGHBORNODE_OBJECTID,GIP_OBJECTID
STRASSENKNOTENOGD.3426532,3426532,,MULTIPOINT ((16.303243281998 48.260385597058296)),Kreuzung zwischen Sieveringer Straße und Neubergbrücke,,18885347
STRASSENKNOTENOGD.3426533,3426533,,MULTIPOINT ((16.38409907893972 48.21799526627355)),Kreuzung auf Odeongasse,,18885460
STRASSENKNOTENOGD.3426534,3426534,,MULTIPOINT ((16.476196815262032 48.205701124445405)),Kreuzung zwischen Biberhaufenweg und Mühlwasserbrücke,,18885507
STRASSENKNOTENOGD.3426535,3426535,,MULTIPOINT ((16.251330309055284 48.18736188693217)),Kreuzung auf Adolfstorsteg,,18885547
STRASSENKNOTENOGD.3426536,3426536,,MULTIPOINT ((16.31541552391832 48.20930992149338)),Kreuzung zwischen Koppstraße und Pfenninggeldgasse,,18885627
STRASSENKNOTENOGD.3426537,3426537,,MULTIPOINT ((16.445768180764247 48.24569690181062)),Ende Meißauergasse,,18887207
STRASSENKNOTENOGD.3426854,3426854,,MULTIPOINT ((16.36111025512351 48.24985000706874)),Kreuzung auf Aussichtsweg,,18997927
STRASSENKNOTENOGD.3426855,3426855,,MULTIPOINT ((16.35495799473336 48.25110607558977)),Kreuzung zwischen Haubenbiglstraße und Reimersgasse,,18997967
STRASSENKNOTENOGD.3426856,3426856,,MULTIPOINT ((16.373225316877985 48.24988727715559)),Kreuzung zwischen Fußgängersteg Schongauergasse und Brigittenauer Lände,,18998307
STRASSENKNOTENOGD.3426857,3426857,,MULTIPOINT ((16.375282900509635 48.24949061465917)),Kreuzung auf Griegstraße,,18998367
STRASSENKNOTENOGD.3426858,3426858,,MULTIPOINT ((16.37530025326005 48.24920858879028)),Kreuzung auf Griegstraße,,18998407
STRASSENKNOTENOGD.3426859,3426859,,MULTIPOINT ((16.313888360283528 48.25965654330023)),Kreuzung zwischen Gspöttgraben und Gspöttgrabendurchlaß,,18998587
STRASSENKNOTENOGD.3426860,3426860,,MULTIPOINT ((16.31385070178269 48.25963672232591)),Kreuzung zwischen Gspöttgraben und Gspöttgrabendurchlaß,,18998593
STRASSENKNOTENOGD.3426861,3426861,,MULTIPOINT ((16.294909141715035 48.18993732828573)),Kreuzung zwischen Braunschweigbrücke und Hadiksteg,,18998667
STRASSENKNOTENOGD.3426862,3426862,,MULTIPOINT ((16.294874211344723 48.19012533041565)),Kreuzung auf Hadiksteg,,18998687
STRASSENKNOTENOGD.3426863,3426863,,MULTIPOINT ((16.29471634761123 48.19004419411722)),Kreuzung zwischen Hadikgasse und Hadiksteg,,18998689
STRASSENKNOTENOGD.3426864,3426864,,MULTIPOINT ((16.36423979022068 48.239862237430025)),Kreuzung auf Anton-Schmid-Promenade,,18999447
STRASSENKNOTENOGD.3426865,3426865,,MULTIPOINT ((16.36399525515195 48.23947931468806)),Kreuzung zwischen Anton-Schmid-Promenade und Döblinger Steg,,18999487
STRASSENKNOTENOGD.3426866,3426866,,MULTIPOINT ((16.363159443876462 48.23993472331199)),Kreuzung zwischen Döblinger Steg und Franz-Ippisch-Steg,,18999587
STRASSENKNOTENOGD.3426867,3426867,,MULTIPOINT ((16.363148161750168 48.24007981097719)),Kreuzung zwischen Heiligenstädter Lände und Döblinger Steg,,18999613
STRASSENKNOTENOGD.3426868,3426868,,MULTIPOINT ((16.36300121024043 48.23984637372372)),Kreuzung zwischen Heiligenstädter Lände und Döblinger Steg,,18999627
STRASSENKNOTENOGD.3426869,3426869,,MULTIPOINT ((16.36471076774887 48.239659002478724)),Kreuzung zwischen Brigittenauer Lände und Klosterneuburger Straße,,18999727
STRASSENKNOTENOGD.3426870,3426870,,MULTIPOINT ((16.361390519595364 48.240699474793885)),Ende Rampengasse,,18999769
STRASSENKNOTENOGD.3426871,3426871,,MULTIPOINT ((16.36193725788408 48.24554041555078)),Kreuzung zwischen Heiligenstädter Straße und Geistingergasse,,18999829
STRASSENKNOTENOGD.3426872,3426872,,MULTIPOINT ((16.448711644512354 48.213932788290705)),Kreuzung auf Mühlwassersteg,,18999870
STRASSENKNOTENOGD.3426873,3426873,,MULTIPOINT ((16.371459533557616 48.25197930337576)),Kreuzung auf B14,,18999927
STRASSENKNOTENOGD.3426874,3426874,,MULTIPOINT ((16.371471157634574 48.25068021017441)),Kreuzung auf B14,,18999930
STRASSENKNOTENOGD.3426875,3426875,,MULTIPOINT ((16.371278553347036 48.249785029503975)),Kreuzung auf B14,,18999967
STRASSENKNOTENOGD.3426876,3426876,,MULTIPOINT ((16.403820872686993 48.225276723333636)),Kreuzung zwischen Reichsbrücke und Mexikoplatz nördl. Gehwegunterführungen,,20000221
STRASSENKNOTENOGD.3426877,3426877,,MULTIPOINT ((16.404045111955696 48.225086750174306)),Kreuzung zwischen Mexikoplatz südl. Gehwegunterführungen und Reichsbrücke,,20000224
STRASSENKNOTENOGD.3426878,3426878,,MULTIPOINT ((16.39072201284752 48.28598025603956)),Kreuzung zwischen Graedenerweg und Brücke Graednerweg,,20000281
STRASSENKNOTENOGD.3426879,3426879,,MULTIPOINT ((16.42736168291656 48.29671880487106)),Kreuzung zwischen Stammersdorfer Straße und Brücke Stammersdorfer Straße,,20000581
STRASSENKNOTENOGD.3426880,3426880,,MULTIPOINT ((16.38316350676 48.28235881403628)),Kreuzung zwischen Einzingergasse und Brücke Einzingergasse,,20000601
STRASSENKNOTENOGD.3426881,3426881,,MULTIPOINT ((16.439271995785155 48.191791601110914)),Kreuzung auf Rennbahnstraße,,20000661
STRASSENKNOTENOGD.3426882,3426882,,MULTIPOINT ((16.439427034217175 48.191605554405065)),Kreuzung auf Rennbahnstraße,,20000664
STRASSENKNOTENOGD.3426883,3426883,,MULTIPOINT ((16.329765928342713 48.18475937075429)),Kreuzung zwischen Ullmannstraße und Kellinggasse,,20000761
STRASSENKNOTENOGD.3426884,3426884,,MULTIPOINT ((16.320399038916563 48.186274396043494)),Kreuzung zwischen Sechshauser Straße und Winckelmannstraße,,20000801
STRASSENKNOTENOGD.3426885,3426885,,MULTIPOINT ((16.31062676154647 48.23562551430086)),Kreuzung zwischen Blaselgasse und Rohrdurchlaß Dürwaringgraben,,20000981
STRASSENKNOTENOGD.3426886,3426886,,MULTIPOINT ((16.31062537350662 48.23566914529084)),Kreuzung zwischen Rohrdurchlaß Dürwaringgraben und Blaselgasse,,20000984
STRASSENKNOTENOGD.3426887,3426887,,MULTIPOINT ((16.28380626654087 48.22685426533238)),Kreuzung zwischen Rohrdurchlaß Pointengassenbach und Veletaweg,,20001001
STRASSENKNOTENOGD.3426888,3426888,,MULTIPOINT ((16.326454774787553 48.1933210645487)),Kreuzung auf Rustensteg,,20001061
STRASSENKNOTENOGD.3426889,3426889,,MULTIPOINT ((16.387793932525707 48.13827930977101)),Kreuzung auf Steg Rothneusiedel,,20001221
STRASSENKNOTENOGD.3426890,3426890,,MULTIPOINT ((16.38285419985733 48.13879636208614)),Kreuzung zwischen Himberger Straße und Liesingbachstraße,,20001342
STRASSENKNOTENOGD.3426891,3426891,,MULTIPOINT ((16.255223480926453 48.20731415515479)),Kreuzung zwischen Elisabeth-Petznek-Gasse und Bujattibrücke,,20001481
STRASSENKNOTENOGD.3426892,3426892,,MULTIPOINT ((16.385143701585395 48.242136751574705)),Kreuzung zwischen Unbenannte Verkehrsfläche und Unbenannte Verkehrsfläche,,20001501
STRASSENKNOTENOGD.3426893,3426893,,MULTIPOINT ((16.306144140957805 48.152074958983015)),Kreuzung zwischen Gregorygasse und Trepetschniggasse,,20001701
STRASSENKNOTENOGD.3426894,3426894,,MULTIPOINT ((16.38042870248715 48.185228919937465)),Kreuzung zwischen Karl-Popper-Straße und Canettistraße,,20001941
STRASSENKNOTENOGD.3426895,3426895,,MULTIPOINT ((16.381915182723045 48.17933992986781)),Kreuzung zwischen Hlawkagasse und Antonie-Alt-Gasse,,20002021
STRASSENKNOTENOGD.3426896,3426896,,MULTIPOINT ((16.39030386178848 48.18824361359158)),Kreuzung zwischen Landstraßer Gürtel und Kärchergasse,,20002062
STRASSENKNOTENOGD.3426897,3426897,,MULTIPOINT ((16.394074908542642 48.187323338846646)),Kreuzung auf Landstraßer Gürtel,,20007801
STRASSENKNOTENOGD.3426898,3426898,,MULTIPOINT ((16.394357140099533 48.18724218682253)),Ende Landstraßer Gürtel,,20007821
STRASSENKNOTENOGD.3426899,3426899,,MULTIPOINT ((16.394232489395762 48.187209649345256)),Ende Landstraßer Gürtel,,20007823
STRASSENKNOTENOGD.3426900,3426900,,MULTIPOINT ((16.383031758003913 48.18309627488257)),Kreuzung auf Alfred-Adler-Straße,,20008261
STRASSENKNOTENOGD.3426901,3426901,,MULTIPOINT ((16.34534587752557 48.15831044049137)),Kreuzung auf Hintschiggasse,,20008921
STRASSENKNOTENOGD.3426902,3426902,,MULTIPOINT ((16.4813682734522 48.22003200097113)),Kreuzung zwischen Hausfeldstraße und Haberlandtgasse,,20009281
STRASSENKNOTENOGD.3426903,3426903,,MULTIPOINT ((16.462851914908967 48.22644497228637)),Kreuzung zwischen Erzherzog-Karl-Straße und Begonienweg,,20009421
STRASSENKNOTENOGD.3426905,3426905,,MULTIPOINT ((16.362236230342333 48.162021655146376)),Kreuzung zwischen Neilreichgasse und Unbenannte Verkehrsfläche,,20010383
STRASSENKNOTENOGD.3426906,3426906,,MULTIPOINT ((16.396823803685145 48.141786228784525)),Kreuzung auf Susi-Nicoletti-Weg,,20010401
STRASSENKNOTENOGD.3426907,3426907,,MULTIPOINT ((16.396129840213273 48.18549834030616)),Ende Landstraßer Gürtel,15460044971,20010521
STRASSENKNOTENOGD.3426908,3426908,,MULTIPOINT ((16.396201596416077 48.18567479547952)),Ende Landstraßer Gürtel,15460044973,20010523
STRASSENKNOTENOGD.3426909,3426909,,MULTIPOINT ((16.396749073832144 48.139390812062054)),Kreuzung zwischen Grundäckergasse und Anny-Angel-Katan-Weg,,20010581
STRASSENKNOTENOGD.3426910,3426910,,MULTIPOINT ((16.35324216772339 48.19557377905588)),Kreuzung zwischen Magdalenenstraße und Kaunitzgasse,,20010621
STRASSENKNOTENOGD.3426911,3426911,,MULTIPOINT ((16.388023315449423 48.26951814094072)),Kreuzung zwischen Anton-Bosch-Gasse und Michtnergasse,,20010961
STRASSENKNOTENOGD.3426912,3426912,,MULTIPOINT ((16.317415966491865 48.15015116376354)),Kreuzung zwischen Erlaaer Schleife und Unbenannte Verkehrsfläche,,20011141
STRASSENKNOTENOGD.3426913,3426913,,MULTIPOINT ((16.31719675575151 48.15010468549708)),Ende Erlaaer Schleife,,20011163
STRASSENKNOTENOGD.3426914,3426914,,MULTIPOINT ((16.317183974208323 48.15088443131247)),Ende Erlaaer Schleife,,20011185
STRASSENKNOTENOGD.3426915,3426915,,MULTIPOINT ((16.317470185825673 48.15090351877922)),Kreuzung auf Erlaaer Schleife,,20011221
STRASSENKNOTENOGD.3426916,3426916,,MULTIPOINT ((16.38088551130305 48.182795224021724)),Kreuzung zwischen Karl-Popper-Straße und Vitalygasse,,20012121
STRASSENKNOTENOGD.3426917,3426917,,MULTIPOINT ((16.38021975424863 48.18366845965483)),Kreuzung zwischen Karl-Popper-Straße und Gerhard-Bronner-Straße,,20012141
STRASSENKNOTENOGD.3426918,3426918,,MULTIPOINT ((16.278984116612307 48.2403873399039)),Kreuzung zwischen Neuwaldegger Straße und Parkbachbrücke,,20012181
STRASSENKNOTENOGD.3426919,3426919,,MULTIPOINT ((16.428851852903716 48.23891709746031)),Ende An der oberen Alten Donau,,20012561
STRASSENKNOTENOGD.3426920,3426920,,MULTIPOINT ((16.38865186390722 48.299355135627664)),Kreuzung auf Johannes-de-La-Salle-Gasse,,20012681
STRASSENKNOTENOGD.3426921,3426921,,MULTIPOINT ((16.362889426865415 48.23585097205569)),Kreuzung zwischen Spittelauer Brücke und Abfahrt zur Brigittenauer Lände,,20017841
STRASSENKNOTENOGD.3426922,3426922,,MULTIPOINT ((16.341232271147955 48.18885501738079)),Kreuzung auf Pliwagasse,,20018401
STRASSENKNOTENOGD.3426923,3426923,,MULTIPOINT ((16.34112464018401 48.18957834648775)),Kreuzung zwischen Mollardgasse und Gfrornergasse und Pliwagasse,,20018501
STRASSENKNOTENOGD.3426924,3426924,,MULTIPOINT ((16.30095026360749 48.23640649134631)),Kreuzung auf Josef-Redl-Gasse,,20019881
STRASSENKNOTENOGD.3426925,3426925,,MULTIPOINT ((16.360943220511068 48.1998563876886)),Kreuzung zwischen Helene-Bauer-Platz und Gumpendorfer Straße,,20020041
STRASSENKNOTENOGD.3426926,3426926,,MULTIPOINT ((16.38569724295464 48.29085629671086)),Kreuzung zwischen Rußbergstraße und Meriangasse,,20021101
STRASSENKNOTENOGD.3426927,3426927,,MULTIPOINT ((16.388109686160504 48.291378938820145)),Kreuzung auf Irenäusgasse,,20021181
STRASSENKNOTENOGD.3426928,3426928,,MULTIPOINT ((16.38770875514003 48.2858271482563)),Kreuzung auf Josef-Wakovsky-Gasse,,20021704
STRASSENKNOTENOGD.3426929,3426929,,MULTIPOINT ((16.38470138520554 48.28720039700869)),Kreuzung auf Loulagasse,,20021721
STRASSENKNOTENOGD.3426930,3426930,,MULTIPOINT ((16.218400301746765 48.24837729558431)),Kreuzung auf Hainbachgasse,,20021781
STRASSENKNOTENOGD.3426931,3426931,,MULTIPOINT ((16.340901569481225 48.25296987286379)),Kreuzung zwischen An den langen Lüssen und Scheibelreitergasse,,20024201
STRASSENKNOTENOGD.3426932,3426932,,MULTIPOINT ((16.34126494224152 48.2508327894769)),Kreuzung zwischen Daringergasse und Aslangasse,,20024261
STRASSENKNOTENOGD.3426933,3426933,,MULTIPOINT ((16.33744119958609 48.249482518826)),Kreuzung auf Delugstraße,,20024361
STRASSENKNOTENOGD.3426934,3426934,,MULTIPOINT ((16.336259411986827 48.249643419172116)),Kreuzung zwischen Leopold-Steiner-Gasse und Delugstraße,,20024363
STRASSENKNOTENOGD.3426935,3426935,,MULTIPOINT ((16.502563805449903 48.2558335644679)),Kreuzung auf Unbenannte Verkehrsfläche,,20025061
STRASSENKNOTENOGD.3426936,3426936,,MULTIPOINT ((16.255159394589974 48.199692559199)),Kreuzung auf Bergmillergasse,,20025241
STRASSENKNOTENOGD.3426937,3426937,,MULTIPOINT ((16.25512509357044 48.19978422375916)),Kreuzung zwischen Bergmillergasse und Unbenannte Verkehrsfläche,,20025243
STRASSENKNOTENOGD.3426938,3426938,,MULTIPOINT ((16.255297597851868 48.199823830875324)),Kreuzung auf Bergmillergasse,,20025246
STRASSENKNOTENOGD.3426939,3426939,,MULTIPOINT ((16.255317875481804 48.19969400530774)),Kreuzung zwischen Keißlergasse und Bergmillergasse,,20025249
STRASSENKNOTENOGD.3426940,3426940,,MULTIPOINT ((16.424195566711802 48.179844724282745)),Kreuzung zwischen Kopalgasse und Meichlstraße,,20025261
STRASSENKNOTENOGD.3426941,3426941,,MULTIPOINT ((16.424482201233047 48.179870922063664)),Kreuzung auf Kopalgasse,,20025301
STRASSENKNOTENOGD.3426942,3426942,,MULTIPOINT ((16.42460296996198 48.179783987514504)),Kreuzung zwischen Rappachgasse und Kopalgasse,,20025303
STRASSENKNOTENOGD.3426943,3426943,,MULTIPOINT ((16.42455840275502 48.179953769688126)),Kreuzung zwischen Kopalgasse und Nussbaumallee,,20025306
STRASSENKNOTENOGD.3426944,3426944,,MULTIPOINT ((16.42474958409244 48.17988160620017)),Kreuzung zwischen Haidestraße und Kopalgasse,,20025309
STRASSENKNOTENOGD.3426945,3426945,,MULTIPOINT ((16.504665914053483 48.216896289467186)),Kreuzung zwischen Seestadtstraße und Unbenannte Verkehrsfläche,,20025424
STRASSENKNOTENOGD.3426946,3426946,,MULTIPOINT ((16.50468815585294 48.216689833909506)),Kreuzung auf Seestadtstraße,,20025426
STRASSENKNOTENOGD.3426947,3426947,,MULTIPOINT ((16.504968219884272 48.21681708429411)),Kreuzung auf Seestadtstraße,,20025429
STRASSENKNOTENOGD.3426948,3426948,,MULTIPOINT ((16.224411349632316 48.21007047915602)),Kreuzung auf Josef-Prokop-Straße,,20025441
STRASSENKNOTENOGD.3426949,3426949,,MULTIPOINT ((16.428395826634663 48.27663997550338)),Kreuzung zwischen Simmelgasse und Unbenannte Verkehrsfläche,,20025521
STRASSENKNOTENOGD.3426950,3426950,,MULTIPOINT ((16.43083825776072 48.27637325516983)),Kreuzung zwischen Marischkapromenade und Unbenannte Verkehrsfläche,,20025522
STRASSENKNOTENOGD.3426904,3426904,,MULTIPOINT ((16.463470601644197 48.22622634499147)),Kreuzung zwischen Erzherzog-Karl-Straße und Plankenmaisstraße,,20009441
STRASSENKNOTENOGD.3426951,3426951,,MULTIPOINT ((16.468394365451097 48.22141975343203)),Kreuzung auf Tamariskengasse,,20025741
STRASSENKNOTENOGD.3426952,3426952,,MULTIPOINT ((16.46761626020958 48.220447974439736)),Kreuzung auf Tamariskengasse,,20025744
STRASSENKNOTENOGD.3426953,3426953,,MULTIPOINT ((16.368842477494326 48.198950169737806)),Kreuzung auf Resselgasse,,20025841
STRASSENKNOTENOGD.3426954,3426954,,MULTIPOINT ((16.362939952355752 48.2522385423995)),Kreuzung zwischen Hintergärtengasse und Kindergartengasse,,20026621
STRASSENKNOTENOGD.3426955,3426955,,MULTIPOINT ((16.28962680179071 48.21175436855585)),Ende Waidäckergasse,,20026802
STRASSENKNOTENOGD.3426956,3426956,,MULTIPOINT ((16.517241142515378 48.225756832609804)),Kreuzung auf Karl-Beck-Gasse,,20026961
STRASSENKNOTENOGD.3426957,3426957,,MULTIPOINT ((16.374963002115795 48.222815628029394)),Kreuzung auf Obere Augartenstraße,,20027221
STRASSENKNOTENOGD.3426958,3426958,,MULTIPOINT ((16.372023470734714 48.227997575248025)),Kreuzung zwischen Staudingergasse und Petraschgasse,,20027241
STRASSENKNOTENOGD.3426959,3426959,,MULTIPOINT ((16.370796947069284 48.225638855083226)),Kreuzung auf Obere Augartenstraße,,20027281
STRASSENKNOTENOGD.3426960,3426960,,MULTIPOINT ((16.36250055983689 48.234516137095184)),Kreuzung zwischen Brigittenauer Lände und Leipziger Straße,,20027661
STRASSENKNOTENOGD.3426961,3426961,,MULTIPOINT ((16.36918179316348 48.23516121714199)),Kreuzung auf Leipziger Straße,,20028484
STRASSENKNOTENOGD.3426962,3426962,,MULTIPOINT ((16.368343447401113 48.235077986688374)),Kreuzung zwischen Leipziger Straße und Unbenannte Verkehrsfläche,,20028502
STRASSENKNOTENOGD.3426963,3426963,,MULTIPOINT ((16.355579439052644 48.19649205242181)),Kreuzung zwischen Linke Wienzeile und Magdalenenstraße und Eggerthgasse,,20029641
STRASSENKNOTENOGD.3426964,3426964,,MULTIPOINT ((16.35769402950697 48.1962232837534)),Kreuzung zwischen Rechte Wienzeile und Falcostiege,,20029821
STRASSENKNOTENOGD.3426965,3426965,,MULTIPOINT ((16.30936203550073 48.22587956609447)),Kreuzung zwischen Hernalser Hauptstraße und Vera-Ferra-Mikura-Weg,,20030483
STRASSENKNOTENOGD.3426966,3426966,,MULTIPOINT ((16.4218118661266 48.16962623255474)),Kreuzung auf Müchgasse,,20030501
STRASSENKNOTENOGD.3426967,3426967,,MULTIPOINT ((16.307594492338744 48.218104801433846)),Kreuzung zwischen Roterdstraße und Sandleitengasse,,20030581
STRASSENKNOTENOGD.3426968,3426968,,MULTIPOINT ((16.309654395622356 48.22314036248072)),Kreuzung zwischen Liebknechtgasse und Kainzgasse,,20031181
STRASSENKNOTENOGD.3426969,3426969,,MULTIPOINT ((16.312028574560756 48.22081087375661)),Ende Julius-Meinl-Gasse,,20031261
STRASSENKNOTENOGD.3426970,3426970,,MULTIPOINT ((16.311855541980886 48.22098100578852)),Kreuzung auf Lobmeyrgasse,,20031264
STRASSENKNOTENOGD.3426971,3426971,,MULTIPOINT ((16.3062893283277 48.22432685152457)),Kreuzung zwischen Rosenackerstraße und Güpferlingstraße,,20031281
STRASSENKNOTENOGD.3426972,3426972,,MULTIPOINT ((16.306082109195756 48.22446738637087)),Kreuzung auf Steinmüllergasse,,20031301
STRASSENKNOTENOGD.3426973,3426973,,MULTIPOINT ((16.30605074183494 48.22434653211402)),Kreuzung zwischen Rosenackerstraße und Steinmüllergasse,,20031307
STRASSENKNOTENOGD.3426974,3426974,,MULTIPOINT ((16.409235168976526 48.18578169978747)),Kreuzung auf Leopold-Böhm-Straße,,20032281
STRASSENKNOTENOGD.3426975,3426975,,MULTIPOINT ((16.399728175918725 48.13887194476275)),Kreuzung auf Laaer-Berg-Straße,,20032437
STRASSENKNOTENOGD.3426976,3426976,,MULTIPOINT ((16.399658116770823 48.139007375376785)),Kreuzung auf Laaer-Berg-Straße,,20032439
STRASSENKNOTENOGD.3426977,3426977,,MULTIPOINT ((16.399591714246533 48.13895823023818)),Kreuzung zwischen Laaer-Berg-Straße und Grundäckergasse,,20032442
STRASSENKNOTENOGD.3426978,3426978,,MULTIPOINT ((16.399779115331366 48.13889559420444)),Kreuzung zwischen Laaer-Berg-Straße und Friedhofstraße,,20032445
STRASSENKNOTENOGD.3426979,3426979,,MULTIPOINT ((16.399588975510362 48.139121446282125)),Kreuzung auf Laaer-Berg-Straße,,20032461
STRASSENKNOTENOGD.3426980,3426980,,MULTIPOINT ((16.399366530761245 48.13902720906785)),Kreuzung zwischen Laaer-Berg-Straße und Grundäckergasse,,20032462
STRASSENKNOTENOGD.3426981,3426981,,MULTIPOINT ((16.400010312058477 48.138766186841615)),Kreuzung auf Friedhofstraße,,20032466
STRASSENKNOTENOGD.3426982,3426982,,MULTIPOINT ((16.39982294596414 48.138687037100425)),Kreuzung zwischen Laaer-Berg-Straße und Friedhofstraße,,20032467
STRASSENKNOTENOGD.3426983,3426983,,MULTIPOINT ((16.422433212100565 48.235427613441416)),Kreuzung zwischen Wagramer Straße und Ateliergasse,,20032508
STRASSENKNOTENOGD.3426984,3426984,,MULTIPOINT ((16.420080931053025 48.234927915116785)),Kreuzung auf Kratochwjlestraße,,20032558
STRASSENKNOTENOGD.3426985,3426985,,MULTIPOINT ((16.420124055539787 48.235059970934174)),Kreuzung auf Kratochwjlestraße,,20032561
STRASSENKNOTENOGD.3426986,3426986,,MULTIPOINT ((16.419901981348755 48.2350845826993)),Kreuzung zwischen Leonard-Bernstein-Straße und Kratochwjlestraße,,20032564
STRASSENKNOTENOGD.3426987,3426987,,MULTIPOINT ((16.424152523886814 48.23635661203294)),Kreuzung zwischen Wagramer Straße und Unbenannte Verkehrsfläche,,20032583
STRASSENKNOTENOGD.3426988,3426988,,MULTIPOINT ((16.364674745571097 48.154236813467946)),Kreuzung zwischen Laxenburger Straße und Munchgasse,,20032603
STRASSENKNOTENOGD.3426989,3426989,,MULTIPOINT ((16.367460198996735 48.16260126018255)),Kreuzung zwischen Laxenburger Straße und Theodor-Steiskal-Gasse,,20032643
STRASSENKNOTENOGD.3426990,3426990,,MULTIPOINT ((16.366133673716934 48.156978345242095)),Kreuzung zwischen Laxenburger Straße und Laplacegasse,,20032663
