FID,OBJECTID,SE_ANNO_CAD_DATA,SHAPE,FEATURENAME,NEIGHBORNODE_OBJECTID,GIP_OBJECTID
STRASSENKNOTENOGD.3415959,3415959,,MULTIPOINT ((16.391965721826065 48.21207432353948)),Kreuzung zwischen Obere Viaduktgasse und Obere Weißgerberstraße,,10348369
STRASSENKNOTENOGD.3415960,3415960,,MULTIPOINT ((16.392227199476405 48.21191962538736)),Kreuzung zwischen Untere Viaduktgasse und Untere Weißgerberstraße und Obere Weißgerberstraße,,10348370
STRASSENKNOTENOGD.3415961,3415961,,MULTIPOINT ((16.39582430412682 48.21290594338929)),Kreuzung zwischen Böcklinstraße und Laufbergergasse,,10348371
STRASSENKNOTENOGD.3415962,3415962,,MULTIPOINT ((16.396963468012878 48.21339920046443)),Kreuzung zwischen Sportklubstraße und Laufbergergasse,,10348372
STRASSENKNOTENOGD.3415963,3415963,,MULTIPOINT ((16.396608952303332 48.21211497409323)),Kreuzung zwischen Böcklinstraße und Kurzbauergasse,,10348373
STRASSENKNOTENOGD.3415964,3415964,,MULTIPOINT ((16.397793113700885 48.212620493958674)),Kreuzung zwischen Sportklubstraße und Kurzbauergasse,,10348374
STRASSENKNOTENOGD.3415965,3415965,,MULTIPOINT ((16.398900073141274 48.211609844569004)),Kreuzung zwischen Rustenschacherallee und Sportklubstraße,,10348375
STRASSENKNOTENOGD.3415966,3415966,,MULTIPOINT ((16.38702604848246 48.21117279823956)),Kreuzung zwischen Hintere Zollamtsstraße und Radetzkystraße,,10348376
STRASSENKNOTENOGD.3415967,3415967,,MULTIPOINT ((16.387884290517334 48.21153720240576)),Kreuzung zwischen Dißlergasse und Pfefferhofgasse,,10348377
STRASSENKNOTENOGD.3415968,3415968,,MULTIPOINT ((16.387851064183025 48.2111111637829)),Kreuzung zwischen Radetzkystraße und Pfefferhofgasse,,10348378
STRASSENKNOTENOGD.3415969,3415969,,MULTIPOINT ((16.38829485163528 48.211087356096236)),Kreuzung zwischen Radetzkystraße und Matthäusgasse,,10348379
STRASSENKNOTENOGD.3415970,3415970,,MULTIPOINT ((16.389609891215887 48.21169772848327)),Kreuzung zwischen Löwengasse und Dißlergasse,,10348380
STRASSENKNOTENOGD.3415971,3415971,,MULTIPOINT ((16.389970541428127 48.21098119480476)),Kreuzung zwischen Radetzkyplatz und Löwengasse und Radetzkystraße,,10348381
STRASSENKNOTENOGD.3415972,3415972,,MULTIPOINT ((16.39033441341903 48.2110347016393)),Kreuzung zwischen Radetzkyplatz und Obere Viaduktgasse und Radetzkystraße,,10348382
STRASSENKNOTENOGD.3415973,3415973,,MULTIPOINT ((16.390276416055528 48.21076268418391)),Kreuzung zwischen Radetzkyplatz und Obere Viaduktgasse,,10348383
STRASSENKNOTENOGD.3415974,3415974,,MULTIPOINT ((16.39045376871624 48.21058161204401)),Kreuzung zwischen Radetzkyplatz und Löwengasse und Untere Viaduktgasse,,10348384
STRASSENKNOTENOGD.3415975,3415975,,MULTIPOINT ((16.39153545284802 48.21138205415793)),Kreuzung zwischen Untere Viaduktgasse und Adamsgasse,,10348385
STRASSENKNOTENOGD.3415976,3415976,,MULTIPOINT ((16.391991137005597 48.21079558841159)),Kreuzung zwischen Adamsgasse und Dianagasse,,10348386
STRASSENKNOTENOGD.3415977,3415977,,MULTIPOINT ((16.393503429621564 48.2106638799854)),Kreuzung zwischen Untere Weißgerberstraße und Krieglergasse,,10348387
STRASSENKNOTENOGD.3415978,3415978,,MULTIPOINT ((16.38697477151829 48.21045055326007)),Kreuzung zwischen Hintere Zollamtsstraße und Kolonitzgasse,,10348388
STRASSENKNOTENOGD.3415979,3415979,,MULTIPOINT ((16.386899057433176 48.21010209956231)),Kreuzung zwischen Hetzgasse und Hintere Zollamtsstraße,,10348389
STRASSENKNOTENOGD.3415980,3415980,,MULTIPOINT ((16.388193419514995 48.21036906892581)),Kreuzung zwischen Kolonitzgasse und Matthäusgasse,,10348390
STRASSENKNOTENOGD.3415981,3415981,,MULTIPOINT ((16.388180085998215 48.20997112510568)),Kreuzung zwischen Matthäusgasse und Lorbeergasse,,10348391
STRASSENKNOTENOGD.3415982,3415982,,MULTIPOINT ((16.387877445495793 48.209542959722)),Kreuzung zwischen Hetzgasse und Matthäusgasse,,10348392
STRASSENKNOTENOGD.3415983,3415983,,MULTIPOINT ((16.388280850956477 48.20930839169624)),Kreuzung zwischen Hetzgasse und Obere Viaduktgasse,,10348393
STRASSENKNOTENOGD.3415984,3415984,,MULTIPOINT ((16.38887991971309 48.20973529626319)),Kreuzung zwischen Obere Viaduktgasse und Lorbeergasse,,10348394
STRASSENKNOTENOGD.3415985,3415985,,MULTIPOINT ((16.388427390534012 48.2103498521525)),Kreuzung zwischen Kolonitzgasse und Matthäusgasse,,10348395
STRASSENKNOTENOGD.3415986,3415986,,MULTIPOINT ((16.389607033595574 48.21026612226371)),Kreuzung zwischen Armenierplatz und Obere Viaduktgasse und Kolonitzgasse,,10348396
STRASSENKNOTENOGD.3415987,3415987,,MULTIPOINT ((16.389781759744665 48.21008561444253)),Kreuzung zwischen Untere Viaduktgasse und Kolonitzgasse,,10348397
STRASSENKNOTENOGD.3416714,3416714,,MULTIPOINT ((16.25867870142917 48.199777047330656)),Kreuzung zwischen Stockhammerngasse und Helene-Odilon-Gasse,,10349177
STRASSENKNOTENOGD.3416715,3416715,,MULTIPOINT ((16.260057931955902 48.19980600197173)),Kreuzung zwischen Brudermanngasse und Stockhammerngasse,,10349178
STRASSENKNOTENOGD.3416716,3416716,,MULTIPOINT ((16.26118334094628 48.19948684911279)),Kreuzung zwischen Samhaberplatz und Rettichgasse und Stockhammerngasse,,10349179
STRASSENKNOTENOGD.3416717,3416717,,MULTIPOINT ((16.26235239876334 48.19920698849851)),Kreuzung zwischen Samhaberplatz und Gewidmete Verkehrsfläche,,10349180
STRASSENKNOTENOGD.3416718,3416718,,MULTIPOINT ((16.257890712456053 48.19921275034166)),Kreuzung zwischen Helene-Odilon-Gasse und Weinfeldweg,,10349181
STRASSENKNOTENOGD.3416719,3416719,,MULTIPOINT ((16.257232279144596 48.19874465209123)),Kreuzung zwischen Keißlergasse und Helene-Odilon-Gasse,,10349182
STRASSENKNOTENOGD.3416720,3416720,,MULTIPOINT ((16.251053331061183 48.201207693965934)),Kreuzung zwischen Hadikgasse und Nikolaibrücke,,10349185
STRASSENKNOTENOGD.3416721,3416721,,MULTIPOINT ((16.254977551391587 48.199377597610365)),Kreuzung auf Hadikgasse,,10349186
STRASSENKNOTENOGD.3416722,3416722,,MULTIPOINT ((16.251452778107296 48.20046155054242)),Kreuzung auf Wientalstraße,,10349187
STRASSENKNOTENOGD.3416723,3416723,,MULTIPOINT ((16.25294952586183 48.199450131873085)),Kreuzung zwischen Auhofstraße und Hofjagdstraße,,10349188
STRASSENKNOTENOGD.3416724,3416724,,MULTIPOINT ((16.254916217954815 48.20280805069172)),Kreuzung zwischen Linzer Brücke und Linzer Straße und Ignaz-Prilisauer-Weg,,10349189
STRASSENKNOTENOGD.3416725,3416725,,MULTIPOINT ((16.25931926027268 48.20610273820518)),Kreuzung auf Henckellgasse,,10349190
STRASSENKNOTENOGD.3416726,3416726,,MULTIPOINT ((16.25485203628414 48.199397181641665)),Kreuzung zwischen Bergmillergasse und Brauhausbrücke und Wienfluss-Radweg,,10349191
STRASSENKNOTENOGD.3416727,3416727,,MULTIPOINT ((16.253068157498028 48.20193326280254)),Kreuzung zwischen Ignaz-Prilisauer-Weg und Ferdinand-Wolf-Steg,,10349192
STRASSENKNOTENOGD.3416728,3416728,,MULTIPOINT ((16.25188436905813 48.20010305198688)),Kreuzung auf Hofjagdstraße,,10349193
STRASSENKNOTENOGD.3416729,3416729,,MULTIPOINT ((16.25248627329739 48.1992524356098)),Kreuzung zwischen Hofjagdstraße und Himmelhofgasse,,10349194
STRASSENKNOTENOGD.3416730,3416730,,MULTIPOINT ((16.260739150823476 48.201246140552364)),Kreuzung auf Unbenannte Verkehrsfläche,,10349195
STRASSENKNOTENOGD.3416731,3416731,,MULTIPOINT ((16.27879541571613 48.20396162904011)),Kreuzung zwischen Flötzersteig und Waidhausenstraße und Grüne Stube,,10349197
STRASSENKNOTENOGD.3416732,3416732,,MULTIPOINT ((16.274961151407975 48.20322305084409)),Kreuzung zwischen Flötzersteig und Tinterstraße und Niederpointenstraße,,10349198
STRASSENKNOTENOGD.3416733,3416733,,MULTIPOINT ((16.268910186787743 48.20450598510094)),Kreuzung zwischen Pausingergasse und An der Niederhaid und Freumbichlerweg,,10349199
STRASSENKNOTENOGD.3416734,3416734,,MULTIPOINT ((16.27479730218321 48.20365759008121)),Kreuzung zwischen Pausingergasse und Niederpointenstraße,,10349200
STRASSENKNOTENOGD.3416735,3416735,,MULTIPOINT ((16.279654453159395 48.20002140324085)),Kreuzung zwischen Waidhausenstraße und Tinterstraße,,10349201
STRASSENKNOTENOGD.3416736,3416736,,MULTIPOINT ((16.265423273479716 48.20072224029624)),Kreuzung zwischen Linzer Straße und Flötzersteig,,10349202
STRASSENKNOTENOGD.3416737,3416737,,MULTIPOINT ((16.27674611203992 48.20094624069257)),Kreuzung zwischen Kinkplatz und Müller-Guttenbrunn-Straße und Tinterstraße,,10349203
STRASSENKNOTENOGD.3416738,3416738,,MULTIPOINT ((16.268985401511653 48.19955139121564)),Kreuzung zwischen Linzer Straße und Deutschordenstraße,,10349204
STRASSENKNOTENOGD.3416739,3416739,,MULTIPOINT ((16.268732044293102 48.1991301770074)),Kreuzung zwischen Deutschordenstraße und Molischgasse,,10349205
STRASSENKNOTENOGD.3416740,3416740,,MULTIPOINT ((16.271795490994805 48.20512964433224)),Kreuzung zwischen Sanatoriumstraße und An der Niederhaid,,10349206
STRASSENKNOTENOGD.3416741,3416741,,MULTIPOINT ((16.27634224735177 48.206071328724114)),Kreuzung zwischen Sanatoriumstraße und Baumgartner Höhe und Niederpointenstraße,,10349207
STRASSENKNOTENOGD.3416742,3416742,,MULTIPOINT ((16.27066320882896 48.19974458929894)),Kreuzung zwischen Leon-Askin-Platz und Linzer Straße und Müller-Guttenbrunn-Straße und Lorenz-Weiß-Gasse,,10349208
STRASSENKNOTENOGD.3416743,3416743,,MULTIPOINT ((16.274663063196158 48.20033810261183)),Kreuzung zwischen Kinkplatz und Müller-Guttenbrunn-Straße und Ernst-Bergmann-Gasse,,10349209
STRASSENKNOTENOGD.3416744,3416744,,MULTIPOINT ((16.26501431886903 48.20688712636711)),Kreuzung auf Rosentalgasse,,10349210
STRASSENKNOTENOGD.3416745,3416745,,MULTIPOINT ((16.264903945301057 48.20439066557382)),Kreuzung auf Dehnegasse,,10349211
STRASSENKNOTENOGD.3416746,3416746,,MULTIPOINT ((16.26602200156197 48.20427423043527)),Kreuzung auf An der Niederhaid,,10349212
STRASSENKNOTENOGD.3416747,3416747,,MULTIPOINT ((16.267988307797697 48.20569585049865)),Kreuzung auf Dehnegasse,,10349213
STRASSENKNOTENOGD.3416748,3416748,,MULTIPOINT ((16.268357453366644 48.207044420051616)),Kreuzung zwischen Heschweg und Sanatoriumstraße,,10349215
STRASSENKNOTENOGD.3416749,3416749,,MULTIPOINT ((16.26952737272933 48.20595875024224)),Kreuzung zwischen Sanatoriumstraße und Dehnegasse,,10349216
STRASSENKNOTENOGD.3416750,3416750,,MULTIPOINT ((16.26937384099579 48.20512671772747)),Ende Pausingergasse,,10349217
STRASSENKNOTENOGD.3416751,3416751,,MULTIPOINT ((16.26909756310004 48.2049294083712)),Kreuzung zwischen Pausingergasse und Bindingweg,,10349218
STRASSENKNOTENOGD.3416752,3416752,,MULTIPOINT ((16.26875373193444 48.20503150532442)),Ende Bindingweg,,10349219
STRASSENKNOTENOGD.3416753,3416753,,MULTIPOINT ((16.270701045732558 48.204859510478556)),Kreuzung zwischen An der Niederhaid und Stranskyweg und Gewidmete Verkehrsfläche,,10349220
STRASSENKNOTENOGD.3416754,3416754,,MULTIPOINT ((16.280274821124063 48.20689815336804)),Kreuzung zwischen Raimannstraße und Baumgartner Höhe,,10349221
STRASSENKNOTENOGD.3416755,3416755,,MULTIPOINT ((16.28066721375346 48.2069804766442)),Kreuzung zwischen Raimannstraße und Baumgartner Höhe,,10349222
STRASSENKNOTENOGD.3416756,3416756,,MULTIPOINT ((16.270350552598863 48.20392830104892)),Kreuzung zwischen Pausingergasse und Siegfried-Charoux-Weg,,10349223
STRASSENKNOTENOGD.3416757,3416757,,MULTIPOINT ((16.2708917045953 48.20378605236113)),Kreuzung zwischen Pausingergasse und Stranskyweg,,10349224
STRASSENKNOTENOGD.3416758,3416758,,MULTIPOINT ((16.27151071616069 48.203658318614195)),Kreuzung zwischen Pausingergasse und Alfons-Mucha-Weg,,10349225
STRASSENKNOTENOGD.3416759,3416759,,MULTIPOINT ((16.272777880918497 48.2035431659266)),Kreuzung zwischen Pausingergasse und Heinrich-Müller-Weg,,10349226
STRASSENKNOTENOGD.3417499,3417499,,MULTIPOINT ((16.3705450064226 48.2061792448849)),Kreuzung zwischen Neuer Markt und Plankengasse,,10349972
STRASSENKNOTENOGD.3417500,3417500,,MULTIPOINT ((16.370975042734862 48.206079627825055)),Kreuzung zwischen Neuer Markt und Donnergasse,,10349973
STRASSENKNOTENOGD.3417501,3417501,,MULTIPOINT ((16.37138237612188 48.20598114027106)),Kreuzung zwischen Kärntner Straße und Himmelpfortgasse und Donnergasse,,10349974
STRASSENKNOTENOGD.3417502,3417502,,MULTIPOINT ((16.37062238541929 48.20542610935045)),Kreuzung zwischen Neuer Markt und Marco-d'Aviano-Gasse,,10349975
STRASSENKNOTENOGD.3417503,3417503,,MULTIPOINT ((16.37105115571863 48.20532803830765)),Kreuzung zwischen Kärntner Straße und Johannesgasse und Marco-d'Aviano-Gasse,,10349976
STRASSENKNOTENOGD.3417504,3417504,,MULTIPOINT ((16.37231423631484 48.205790868922755)),Kreuzung zwischen Himmelpfortgasse und Rauhensteingasse,,10349977
STRASSENKNOTENOGD.3417505,3417505,,MULTIPOINT ((16.374556015458616 48.20513974885058)),Kreuzung zwischen Himmelpfortgasse und Seilerstätte,,10349978
STRASSENKNOTENOGD.3417506,3417506,,MULTIPOINT ((16.37544608753627 48.205591357458324)),Kreuzung zwischen Weihburggasse und Seilerstätte,,10349979
STRASSENKNOTENOGD.3417507,3417507,,MULTIPOINT ((16.376141790024338 48.20518312003579)),Kreuzung zwischen Weihburggasse und Schellinggasse und Coburgbastei,,10349980
STRASSENKNOTENOGD.3417508,3417508,,MULTIPOINT ((16.376809075916526 48.20487205753392)),Kreuzung zwischen Weihburggasse und Hegelgasse,,10349981
STRASSENKNOTENOGD.3417509,3417509,,MULTIPOINT ((16.377713181790362 48.20446254232408)),Kreuzung zwischen Parkring und Weihburggasse,,10349982
STRASSENKNOTENOGD.3417510,3417510,,MULTIPOINT ((16.36788960018191 48.20440433913552)),Kreuzung zwischen Goethegasse und Hanuschgasse,,10349983
STRASSENKNOTENOGD.3417511,3417511,,MULTIPOINT ((16.366054885425527 48.203137910458416)),Kreuzung zwischen Robert-Stolz-Platz und Opernring und Goethegasse,,10349984
STRASSENKNOTENOGD.3417512,3417512,,MULTIPOINT ((16.368667657020513 48.2040155161744)),Kreuzung zwischen Albertinaplatz und Operngasse und Hanuschgasse,,10349985
STRASSENKNOTENOGD.3417513,3417513,,MULTIPOINT ((16.370321397471443 48.20358820872341)),Kreuzung zwischen Herbert-von-Karajan-Platz und Kärntner Straße und Walfischgasse und Philharmonikerstraße,,10349986
STRASSENKNOTENOGD.3417514,3417514,,MULTIPOINT ((16.37049257247144 48.20415971952414)),Kreuzung zwischen Kärntner Straße und Krugerstraße und Maysedergasse,,10349987
STRASSENKNOTENOGD.3417515,3417515,,MULTIPOINT ((16.370730441766174 48.20465532962061)),Kreuzung zwischen Kärntner Straße und Annagasse und Führichgasse,,10349988
STRASSENKNOTENOGD.3417516,3417516,,MULTIPOINT ((16.373571868433462 48.20393947791368)),Kreuzung zwischen Seilerstätte und Fichtegasse und Annagasse,,10349989
STRASSENKNOTENOGD.3417517,3417517,,MULTIPOINT ((16.374152610773244 48.20442330546381)),Kreuzung zwischen Johannesgasse und Seilerstätte,,10349990
STRASSENKNOTENOGD.3417518,3417518,,MULTIPOINT ((16.374906042749206 48.204056087925764)),Kreuzung zwischen Johannesgasse und Schellinggasse,,10349991
STRASSENKNOTENOGD.3417519,3417519,,MULTIPOINT ((16.375527865248312 48.20463755569323)),Kreuzung zwischen Himmelpfortgasse und Schellinggasse,,10349992
STRASSENKNOTENOGD.3417520,3417520,,MULTIPOINT ((16.375631451791552 48.203755621889755)),Kreuzung zwischen Johannesgasse und Hegelgasse,,10349993
STRASSENKNOTENOGD.3417521,3417521,,MULTIPOINT ((16.37621762998855 48.20431468527988)),Kreuzung zwischen Himmelpfortgasse und Hegelgasse,,10349994
STRASSENKNOTENOGD.3417522,3417522,,MULTIPOINT ((16.376561290131253 48.203337675663214)),Kreuzung zwischen Parkring und Johannesgasse und Schubertring,,10349995
STRASSENKNOTENOGD.3417523,3417523,,MULTIPOINT ((16.377134441007282 48.203896176923706)),Kreuzung zwischen Parkring und Himmelpfortgasse,,10349996
STRASSENKNOTENOGD.3417524,3417524,,MULTIPOINT ((16.370079400446794 48.20303793716781)),Kreuzung zwischen Kärntner Straße und Mahlerstraße,,10349997
STRASSENKNOTENOGD.3417525,3417525,,MULTIPOINT ((16.371861763338057 48.20264169499766)),Kreuzung zwischen Max-Weiler-Platz und Akademiestraße und Mahlerstraße,,10349998
STRASSENKNOTENOGD.3417526,3417526,,MULTIPOINT ((16.372142557431026 48.20318794601006)),Kreuzung zwischen Akademiestraße und Walfischgasse,,10349999
STRASSENKNOTENOGD.3417527,3417527,,MULTIPOINT ((16.372395559601483 48.203664507544374)),Kreuzung zwischen Akademiestraße und Krugerstraße,,10350000
STRASSENKNOTENOGD.3417528,3417528,,MULTIPOINT ((16.373082736022987 48.20353079596763)),Kreuzung zwischen Seilerstätte und Krugerstraße und Schwarzenbergstraße,,10350001
STRASSENKNOTENOGD.3417529,3417529,,MULTIPOINT ((16.374350002926093 48.20358124916848)),Kreuzung zwischen Fichtegasse und Schellinggasse,,10350002
STRASSENKNOTENOGD.3417530,3417530,,MULTIPOINT ((16.37508515464731 48.20324263224414)),Kreuzung zwischen Fichtegasse und Hegelgasse,,10350003
STRASSENKNOTENOGD.3417531,3417531,,MULTIPOINT ((16.37394957891495 48.202180124180664)),Kreuzung zwischen Hegelgasse und Mahlerstraße und Schwarzenbergstraße,,10350004
STRASSENKNOTENOGD.3417532,3417532,,MULTIPOINT ((16.37602664495798 48.20281225051909)),Kreuzung zwischen Schubertring und Fichtegasse,,10350005
STRASSENKNOTENOGD.3417533,3417533,,MULTIPOINT ((16.375411866401354 48.20221279639938)),Kreuzung zwischen Schubertring und Christinengasse,,10350006
STRASSENKNOTENOGD.3417534,3417534,,MULTIPOINT ((16.37489876101348 48.201789024316234)),Kreuzung zwischen Schubertring und Pestalozzigasse,,10350007
STRASSENKNOTENOGD.3417535,3417535,,MULTIPOINT ((16.375895058961582 48.201320052197445)),Kreuzung zwischen Kantgasse und Pestalozzigasse,,10350008
STRASSENKNOTENOGD.3417536,3417536,,MULTIPOINT ((16.376369631671132 48.20178915114796)),Kreuzung zwischen Beethovenplatz und Kantgasse und Christinengasse,,10350009
STRASSENKNOTENOGD.3417537,3417537,,MULTIPOINT ((16.376974634795825 48.20238024265868)),Kreuzung zwischen Beethovenplatz und Fichtegasse und Kantgasse,,10350010
STRASSENKNOTENOGD.3417538,3417538,,MULTIPOINT ((16.377517064178722 48.202907908939345)),Kreuzung zwischen Johannesgasse und Kantgasse,,10350011
STRASSENKNOTENOGD.3417539,3417539,,MULTIPOINT ((16.378865622124607 48.20012120032248)),Kreuzung zwischen Marokkanergasse und Ölzeltgasse,,10350012
STRASSENKNOTENOGD.3417540,3417540,,MULTIPOINT ((16.379789094632226 48.20072958276231)),Kreuzung zwischen Ölzeltgasse und Lagergasse,,10350013
STRASSENKNOTENOGD.3417541,3417541,,MULTIPOINT ((16.380606870996285 48.20135141835757)),Kreuzung zwischen Salesianergasse und Ölzeltgasse,,10350014
STRASSENKNOTENOGD.3417542,3417542,,MULTIPOINT ((16.380806983923183 48.20135703168525)),Kreuzung zwischen Rudolf-Sallinger-Platz und Beatrixgasse,,10350015
STRASSENKNOTENOGD.3418269,3418269,,MULTIPOINT ((16.29758896386024 48.1983737790851)),Kreuzung zwischen Heinrich-Collin-Straße und Gewidmete Verkehrsfläche,,10350773
STRASSENKNOTENOGD.3418270,3418270,,MULTIPOINT ((16.28583056228246 48.193222572537046)),Kreuzung auf Zehetnergasse,,10350774
STRASSENKNOTENOGD.3418271,3418271,,MULTIPOINT ((16.283642068124788 48.19265754952093)),Kreuzung zwischen Hackinger Straße und Unbenannte Verkehrsfläche,,10350775
STRASSENKNOTENOGD.3418272,3418272,,MULTIPOINT ((16.2840023613872 48.19268708180301)),Kreuzung auf Hackinger Straße,,10350776
STRASSENKNOTENOGD.3418273,3418273,,MULTIPOINT ((16.283983499894326 48.191805594880854)),Kreuzung zwischen Hadikgasse und Unbenannte Verkehrsfläche,,10350777
STRASSENKNOTENOGD.3418274,3418274,,MULTIPOINT ((16.285275938719643 48.19163052409855)),Kreuzung auf Hadikgasse,,10350778
STRASSENKNOTENOGD.3418275,3418275,,MULTIPOINT ((16.284058845832114 48.19128296671488)),Kreuzung auf Hietzinger Kai,,10350779
STRASSENKNOTENOGD.3418276,3418276,,MULTIPOINT ((16.284915169662334 48.19113629742979)),Kreuzung zwischen Hietzinger Kai und Hummelgasse,,10350780
STRASSENKNOTENOGD.3418277,3418277,,MULTIPOINT ((16.283278223080313 48.18984994374658)),Kreuzung zwischen Auhofstraße und Hummelgasse,,10350781
STRASSENKNOTENOGD.3418278,3418278,,MULTIPOINT ((16.29159895898862 48.192353661061674)),Kreuzung auf Cumberlandstraße,,10350782
STRASSENKNOTENOGD.3418279,3418279,,MULTIPOINT ((16.285860465626012 48.19348367117817)),Kreuzung auf Zehetnergasse,,10350783
STRASSENKNOTENOGD.3418280,3418280,,MULTIPOINT ((16.28718672296631 48.191047073942286)),Kreuzung auf Baumgarten Brücke,,10350784
STRASSENKNOTENOGD.3418281,3418281,,MULTIPOINT ((16.28403768054593 48.19049773417957)),Kreuzung auf Hummelgasse,,10350785
STRASSENKNOTENOGD.3418282,3418282,,MULTIPOINT ((16.30242149072136 48.19813732765968)),Kreuzung zwischen Hütteldorfer Straße und Ameisgasse und Leyserstraße,,10350786
STRASSENKNOTENOGD.3418283,3418283,,MULTIPOINT ((16.299526607480665 48.19387807331859)),Kreuzung zwischen Linzer Straße und Ameisgasse,,10350787
STRASSENKNOTENOGD.3418284,3418284,,MULTIPOINT ((16.315221426916835 48.19033416411909)),Kreuzung zwischen Mariahilfer Straße und Penzinger Straße und Schloßallee,,10350788
STRASSENKNOTENOGD.3418285,3418285,,MULTIPOINT ((16.30207484143056 48.19726930799459)),Kreuzung zwischen Ameisgasse und Dreyhausenstraße,,10350789
STRASSENKNOTENOGD.3418286,3418286,,MULTIPOINT ((16.30140918745075 48.19650714238822)),Kreuzung zwischen Märzstraße und Ameisgasse,,10350790
STRASSENKNOTENOGD.3418287,3418287,,MULTIPOINT ((16.300335602648335 48.1959004025972)),Kreuzung zwischen Felbigergasse und Ameisgasse,,10350791
STRASSENKNOTENOGD.3418288,3418288,,MULTIPOINT ((16.299584652464087 48.19456101612194)),Kreuzung zwischen Goldschlagstraße und Ameisgasse,,10350792
STRASSENKNOTENOGD.3418289,3418289,,MULTIPOINT ((16.29945887830329 48.19262967707792)),Kreuzung zwischen Ameisbrücke und Ameisgasse und Karlingergasse,,10350793
STRASSENKNOTENOGD.3418290,3418290,,MULTIPOINT ((16.307179835814505 48.196865941124955)),Kreuzung zwischen Märzstraßenbrücke und Märzstraße und Amortgasse,,10350794
STRASSENKNOTENOGD.3418291,3418291,,MULTIPOINT ((16.30827294552498 48.19595459178674)),Kreuzung zwischen Goldschlagstraße und Amortgasse und Goldschlagstraßenbrücke,,10350795
STRASSENKNOTENOGD.3418292,3418292,,MULTIPOINT ((16.30810785952522 48.19305212319208)),Beginn Trogergasse,,10350796
STRASSENKNOTENOGD.3418293,3418293,,MULTIPOINT ((16.301855142568005 48.19200131114192)),Kreuzung zwischen Cumberlandstraße und Einwanggasse,,10350797
STRASSENKNOTENOGD.3418294,3418294,,MULTIPOINT ((16.299450934581916 48.19212830112516)),Kreuzung zwischen Cumberlandstraße und Ameisgasse,,10350798
STRASSENKNOTENOGD.3418295,3418295,,MULTIPOINT ((16.30903033596518 48.195910930788784)),Kreuzung zwischen Goldschlagstraße und Drechslergasse und Goldschlagstraßenbrücke,,10350799
STRASSENKNOTENOGD.3418296,3418296,,MULTIPOINT ((16.30784514047626 48.1968968807101)),Kreuzung zwischen Märzstraßenbrücke und Märzstraße und Drechslergasse,,10350800
STRASSENKNOTENOGD.3418297,3418297,,MULTIPOINT ((16.307618902116932 48.197050834019386)),Kreuzung zwischen Drechslergasse und Sebastian-Kelch-Gasse,,10350801
STRASSENKNOTENOGD.3418298,3418298,,MULTIPOINT ((16.30692862263057 48.197690163549005)),Kreuzung zwischen Drechslergasse und Cervantesgasse,,10350802
STRASSENKNOTENOGD.3418299,3418299,,MULTIPOINT ((16.300639346496176 48.19827548406131)),Kreuzung auf Heinrich-Collin-Straße,,10350803
STRASSENKNOTENOGD.3418300,3418300,,MULTIPOINT ((16.30142240789061 48.19824902402853)),Kreuzung zwischen Heinrich-Collin-Straße und Tiefendorfergasse,,10350804
STRASSENKNOTENOGD.3418301,3418301,,MULTIPOINT ((16.299955246563485 48.19775394370807)),Kreuzung zwischen Hütteldorfer Straße und Straßgschwandtnerstraße,,10350805
STRASSENKNOTENOGD.3418302,3418302,,MULTIPOINT ((16.30070688432805 48.19787130119285)),Kreuzung zwischen Hütteldorfer Straße und Heinrich-Collin-Straße,,10350806
STRASSENKNOTENOGD.3418303,3418303,,MULTIPOINT ((16.304298360757937 48.19842908884393)),Kreuzung zwischen Hütteldorfer Straße und Matznergasse,,10350807
STRASSENKNOTENOGD.3418304,3418304,,MULTIPOINT ((16.29867699404387 48.19692440014286)),Kreuzung zwischen Dreyhausenstraße und Rottstraße und Prochstraße,,10350808
STRASSENKNOTENOGD.3418305,3418305,,MULTIPOINT ((16.300119251575893 48.19706411587576)),Kreuzung zwischen Dreyhausenstraße und Straßgschwandtnerstraße,,10350809
STRASSENKNOTENOGD.3418306,3418306,,MULTIPOINT ((16.303867670685808 48.19745643480184)),Kreuzung zwischen Dreyhausenstraße und Matznergasse,,10350810
STRASSENKNOTENOGD.3418307,3418307,,MULTIPOINT ((16.30572054818342 48.19759745920472)),Kreuzung zwischen Dreyhausenstraße und Missindorfstraße,,10350811
STRASSENKNOTENOGD.3418308,3418308,,MULTIPOINT ((16.30630524959532 48.19764236813179)),Kreuzung zwischen Dreyhausenstraße und Amortgasse,,10350812
STRASSENKNOTENOGD.3418309,3418309,,MULTIPOINT ((16.307870696421 48.19762667382036)),Kreuzung zwischen Cervantesgasse und Gründorfgasse,,10350813
STRASSENKNOTENOGD.3418310,3418310,,MULTIPOINT ((16.30901917636483 48.198338891865376)),Kreuzung zwischen Meiselstraße und Sebastian-Kelch-Gasse,,10350814
STRASSENKNOTENOGD.3418311,3418311,,MULTIPOINT ((16.308465426040957 48.19759077538852)),Kreuzung zwischen Cervantesgasse und Sebastian-Kelch-Gasse,,10350815
STRASSENKNOTENOGD.3418312,3418312,,MULTIPOINT ((16.30887350977717 48.197563893160854)),Kreuzung zwischen Cervantesgasse und Neubeckgasse,,10350816
